,corredor_armazem,modo_envio,numero_chamadas_cliente,avaliacao_cliente,custo_produto,compras_anteriores,prioridade_produto,genero,desconto,peso_gramas,entregue_no_prazo,performance_prioridade_envio,performance_modo_envio,faixa_desconto,performance_faixa_desconto,corredor_armazem_A,corredor_armazem_B,corredor_armazem_C,corredor_armazem_D,corredor_armazem_F,performance_prioridade_envio_Atraso crítico,performance_prioridade_envio_Atraso problemárico,performance_prioridade_envio_Atraso tolerável,performance_prioridade_envio_Não houve atraso,performance_modo_envio_Atraso Crítico na Entrega por Aviao,performance_modo_envio_Atraso Crítico na Entrega por Caminhao,performance_modo_envio_Atraso Crítico na Entrega por Navio,performance_modo_envio_Atraso Problemático na Entrega por Aviao,performance_modo_envio_Atraso Problemático na Entrega por Caminhao,performance_modo_envio_Atraso Problemático na Entrega por Navio,performance_modo_envio_Atraso Tolerável na Entrega por Aviao,performance_modo_envio_Atraso Tolerável na Entrega por Navio,performance_modo_envio_Não houve atraso,faixa_desconto_Desconto abaixo da média,faixa_desconto_Desconto acima ou igual à média,performance_faixa_desconto_Atraso na Entrega com Desconto Abaixo da Média,performance_faixa_desconto_Entrega no Prazo com Desconto Abaixo da Média,performance_faixa_desconto_Entrega no Prazo com Desconto Acima da Média
10436,A,0,-0.7689843154437618,-0.7689843154437618,0.5858290723155588,-0.7689843154437618,1,0,-0.7689843154437618,0.5858290723155588,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10439,F,0,-0.16863465716324372,-0.16863465716324372,0.6974433893352812,-0.16863465716324372,0,0,-0.16863465716324366,0.6974433893352812,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10440,D,0,-0.43545672751014064,-0.43545672751014064,0.5209642074506939,-0.43545672751014064,0,1,-0.4354567275101406,0.5209642074506939,0,Atraso crítico,Atraso Crítico na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
10441,F,0,-0.43545672751014064,-0.43545672751014064,0.47421475529583634,-0.43545672751014064,0,1,-0.4354567275101406,0.47421475529583634,0,Atraso crítico,Atraso Crítico na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
10442,A,0,-0.3687512099234164,-0.3687512099234164,0.025858290723155597,-0.3687512099234164,2,0,-0.36875120992341637,0.025858290723155597,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10443,B,0,-0.16863465716324372,-0.16863465716324372,0.011249086924762591,-0.16863465716324372,1,0,-0.16863465716324366,0.011249086924762591,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10444,C,0,-0.3020456923366922,-0.3020456923366922,0.07699050401753105,-0.3020456923366922,1,1,-0.30204569233669215,0.07699050401753105,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10445,F,0,-0.23534017474996796,-0.23534017474996796,0.06077428780131483,-0.23534017474996796,1,1,-0.2353401747499679,0.06077428780131483,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10446,D,0,-0.43545672751014064,-0.43545672751014064,0.1100073046018992,-0.43545672751014064,1,0,-0.4354567275101406,0.1100073046018992,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10447,F,0,-0.3687512099234164,-0.3687512099234164,0.08750913075237399,-0.3687512099234164,1,1,-0.36875120992341637,0.08750913075237399,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10448,A,0,-0.43545672751014064,-0.43545672751014064,0.013148283418553675,-0.43545672751014064,1,0,-0.4354567275101406,0.013148283418553675,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10449,B,0,-0.5021622450968648,-0.5021622450968648,0.11658144631117603,-0.5021622450968648,1,1,-0.5021622450968648,0.11658144631117603,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10450,C,0,-0.3687512099234164,-0.3687512099234164,0.005405405405405406,-0.3687512099234164,1,1,-0.36875120992341637,0.005405405405405406,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10451,F,0,-0.7689843154437618,-0.7689843154437618,0.13791088385682979,-0.7689843154437618,2,0,-0.7689843154437618,0.13791088385682979,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10452,D,0,-0.23534017474996796,-0.23534017474996796,0.11848064280496715,-0.23534017474996796,2,1,-0.2353401747499679,0.11848064280496715,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10453,F,0,-0.7022787978570375,-0.7022787978570375,0.08371073776479182,-0.7022787978570375,2,1,-0.7022787978570375,0.08371073776479182,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10454,A,0,-0.5021622450968648,-0.5021622450968648,0.05566106647187727,-0.5021622450968648,1,1,-0.5021622450968648,0.05566106647187727,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10455,B,0,-0.6355732802703133,-0.6355732802703133,0.09700511322132943,-0.6355732802703133,1,0,-0.6355732802703133,0.09700511322132943,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10456,C,0,-0.43545672751014064,-0.43545672751014064,0.07041636230825418,-0.43545672751014064,2,1,-0.4354567275101406,0.07041636230825418,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10457,F,0,-0.5021622450968648,-0.5021622450968648,0.05989773557341124,-0.5021622450968648,1,1,-0.5021622450968648,0.05989773557341124,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10458,D,0,-0.7022787978570375,-0.7022787978570375,0.06267348429510591,-0.7022787978570375,1,0,-0.7022787978570375,0.06267348429510591,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10459,F,0,-0.7689843154437618,-0.7689843154437618,0.10766983199415633,-0.7689843154437618,2,0,-0.7689843154437618,0.10766983199415633,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10460,A,0,-0.6355732802703133,-0.6355732802703133,0.1361577794010226,-0.6355732802703133,1,1,-0.6355732802703133,0.1361577794010226,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10461,B,0,-0.5021622450968648,-0.5021622450968648,0.05390796201607012,-0.5021622450968648,1,1,-0.5021622450968648,0.05390796201607012,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10462,C,0,-0.23534017474996796,-0.23534017474996796,0.1387874360847334,-0.23534017474996796,1,0,-0.2353401747499679,0.1387874360847334,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10463,F,0,-0.43545672751014064,-0.43545672751014064,0.014609203798392978,-0.43545672751014064,2,0,-0.4354567275101406,0.014609203798392978,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10464,D,0,-0.7022787978570375,-0.7022787978570375,0.13864134404674947,-0.7022787978570375,1,0,-0.7022787978570375,0.13864134404674947,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10465,F,0,-0.6355732802703133,-0.6355732802703133,0.0018991964937910832,-0.6355732802703133,1,0,-0.6355732802703133,0.0018991964937910832,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10466,A,0,-0.16863465716324372,-0.16863465716324372,0.11906501095690283,-0.16863465716324372,1,1,-0.16863465716324366,0.11906501095690283,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10467,B,0,-0.5688677626835891,-0.5688677626835891,0.028487947406866332,-0.5688677626835891,2,1,-0.5688677626835891,0.028487947406866332,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10468,C,0,-0.5688677626835891,-0.5688677626835891,0.05069393718042367,-0.5688677626835891,1,1,-0.5688677626835891,0.05069393718042367,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10469,F,0,-0.5688677626835891,-0.5688677626835891,0.09393718042366692,-0.5688677626835891,2,0,-0.5688677626835891,0.09393718042366692,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10470,D,0,-0.5688677626835891,-0.5688677626835891,0.09393718042366692,-0.5688677626835891,2,0,-0.5688677626835891,0.09393718042366692,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10471,F,0,-0.5688677626835891,-0.5688677626835891,0.09744338933528121,-0.5688677626835891,1,1,-0.5688677626835891,0.09744338933528121,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10472,A,0,-0.3020456923366922,-0.3020456923366922,0.015777940102264437,-0.3020456923366922,1,0,-0.30204569233669215,0.015777940102264437,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10473,B,0,-0.3687512099234164,-0.3687512099234164,0.14112490869247626,-0.3687512099234164,1,1,-0.36875120992341637,0.14112490869247626,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10474,C,0,-0.7022787978570375,-0.7022787978570375,0.002191380569758955,-0.7022787978570375,2,1,-0.7022787978570375,0.002191380569758955,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10475,F,0,-0.23534017474996796,-0.23534017474996796,0.12490869247626005,-0.23534017474996796,0,0,-0.2353401747499679,0.12490869247626005,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10476,D,0,-0.3020456923366922,-0.3020456923366922,0.08151935719503287,-0.3020456923366922,2,0,-0.30204569233669215,0.08151935719503287,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10477,F,0,-0.6355732802703133,-0.6355732802703133,0.09364499634769904,-0.6355732802703133,1,1,-0.6355732802703133,0.09364499634769904,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10478,A,0,-0.6355732802703133,-0.6355732802703133,0.0972972972972973,-0.6355732802703133,1,0,-0.6355732802703133,0.0972972972972973,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10479,B,0,-0.7022787978570375,-0.7022787978570375,0.03579254930606282,-0.7022787978570375,1,0,-0.7022787978570375,0.03579254930606282,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10480,C,0,-0.7689843154437618,-0.7689843154437618,0.13484295105916724,-0.7689843154437618,2,1,-0.7689843154437618,0.13484295105916724,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10481,F,0,-0.5021622450968648,-0.5021622450968648,0.026296566837107377,-0.5021622450968648,1,1,-0.5021622450968648,0.026296566837107377,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10482,D,0,-0.5021622450968648,-0.5021622450968648,0.12607742878013148,-0.5021622450968648,2,0,-0.5021622450968648,0.12607742878013148,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10483,F,0,-0.6355732802703133,-0.6355732802703133,0.01329437545653761,-0.6355732802703133,2,0,-0.6355732802703133,0.01329437545653761,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10484,A,0,-0.7022787978570375,-0.7022787978570375,0.04704163623082541,-0.7022787978570375,0,0,-0.7022787978570375,0.04704163623082541,0,Atraso crítico,Atraso Crítico na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
10485,B,0,-0.3020456923366922,-0.3020456923366922,0.013878743608473326,-0.3020456923366922,2,1,-0.30204569233669215,0.013878743608473326,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10486,C,0,-0.16863465716324372,-0.16863465716324372,0.09919649379108839,-0.16863465716324372,2,0,-0.16863465716324366,0.09919649379108839,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10487,F,0,-0.5688677626835891,-0.5688677626835891,0.004236669101533974,-0.5688677626835891,2,0,-0.5688677626835891,0.004236669101533974,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10488,D,0,-0.6355732802703133,-0.6355732802703133,0.5706355003652301,-0.6355732802703133,2,0,-0.6355732802703133,0.5706355003652301,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10489,F,0,-0.43545672751014064,-0.43545672751014064,0.4429510591672754,-0.43545672751014064,1,1,-0.4354567275101406,0.4429510591672754,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10490,A,0,-0.3020456923366922,-0.3020456923366922,0.48312636961285615,-0.3020456923366922,1,0,-0.30204569233669215,0.48312636961285615,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10491,B,0,-0.3687512099234164,-0.3687512099234164,0.7088385682980277,-0.3687512099234164,1,1,-0.36875120992341637,0.7088385682980277,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10492,C,0,-0.5021622450968648,-0.5021622450968648,0.7233016800584368,-0.5021622450968648,2,1,-0.5021622450968648,0.7233016800584368,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10493,F,0,-0.23534017474996796,-0.23534017474996796,0.5962016070124179,-0.23534017474996796,1,1,-0.2353401747499679,0.5962016070124179,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10494,D,0,-0.3687512099234164,-0.3687512099234164,0.5157048940832725,-0.3687512099234164,2,1,-0.36875120992341637,0.5157048940832725,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10495,F,0,-0.23534017474996796,-0.23534017474996796,0.545653761869978,-0.23534017474996796,2,1,-0.2353401747499679,0.545653761869978,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10496,A,0,-0.7022787978570375,-0.7022787978570375,0.5607012417823228,-0.7022787978570375,1,0,-0.7022787978570375,0.5607012417823228,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10497,B,0,-0.16863465716324372,-0.16863465716324372,0.5744338933528123,-0.16863465716324372,1,1,-0.16863465716324366,0.5744338933528123,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10498,C,0,-0.3020456923366922,-0.3020456923366922,0.699926953981008,-0.3020456923366922,2,1,-0.30204569233669215,0.699926953981008,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10499,F,0,-0.16863465716324372,-0.16863465716324372,0.6826880934989042,-0.16863465716324372,1,0,-0.16863465716324366,0.6826880934989042,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10500,D,0,-0.5021622450968648,-0.5021622450968648,0.677136596055515,-0.5021622450968648,1,1,-0.5021622450968648,0.677136596055515,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10501,F,0,-0.6355732802703133,-0.6355732802703133,0.4864864864864865,-0.6355732802703133,0,0,-0.6355732802703133,0.4864864864864865,0,Atraso crítico,Atraso Crítico na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
10502,A,0,-0.3687512099234164,-0.3687512099234164,0.6701241782322863,-0.3687512099234164,2,1,-0.36875120992341637,0.6701241782322863,0,Atraso problemárico,Atraso Problemático na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10503,B,0,-0.3687512099234164,-0.3687512099234164,0.44952520087655223,-0.3687512099234164,2,1,-0.36875120992341637,0.44952520087655223,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10504,C,0,-0.3687512099234164,-0.3687512099234164,0.5926953981008035,-0.3687512099234164,1,1,-0.36875120992341637,0.5926953981008035,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10505,F,0,-0.6355732802703133,-0.6355732802703133,0.4658875091307524,-0.6355732802703133,1,0,-0.6355732802703133,0.4658875091307524,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10506,D,0,-0.7689843154437618,-0.7689843154437618,0.5674214755295837,-0.7689843154437618,1,0,-0.7689843154437618,0.5674214755295837,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10507,F,0,-0.43545672751014064,-0.43545672751014064,0.6496712929145362,-0.43545672751014064,1,1,-0.4354567275101406,0.6496712929145362,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10508,A,0,-0.16863465716324372,-0.16863465716324372,0.6010226442658875,-0.16863465716324372,2,1,-0.16863465716324366,0.6010226442658875,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10509,B,0,-0.7022787978570375,-0.7022787978570375,0.5805697589481373,-0.7022787978570375,1,1,-0.7022787978570375,0.5805697589481373,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10510,C,0,-0.7022787978570375,-0.7022787978570375,0.5358655953250547,-0.7022787978570375,0,1,-0.7022787978570375,0.5358655953250547,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10511,F,0,-0.3687512099234164,-0.3687512099234164,0.7060628195763331,-0.3687512099234164,1,0,-0.36875120992341637,0.7060628195763331,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10512,D,0,-0.16863465716324372,-0.16863465716324372,0.5412710007304602,-0.16863465716324372,1,1,-0.16863465716324366,0.5412710007304602,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10513,F,0,-0.3687512099234164,-0.3687512099234164,0.5097151205259314,-0.3687512099234164,1,0,-0.36875120992341637,0.5097151205259314,0,Atraso tolerável,Atraso Tolerável na Entrega por Navio,Desconto abaixo da média,Atraso na Entrega com Desconto Abaixo da Média,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10514,A,0,-0.23534017474996796,-0.23534017474996796,0.4734842951059167,-0.23534017474996796,2,1,-0.2353401747499679,0.4734842951059167,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
